Location,Latitude,Longitude
candlestick park (602 jamestown ave.),37.7135308,-122.3861392
53 potomac st,37.769982,-122.4327866
alta plaza park,37.7911417,-122.4376241
epic roasthouse,37.7908379,-122.3893566
san francisco drydock (20th and illinois streets),37.7992214,-122.4353696
cala foods (california street and hyde),37.7907129,-122.4177829
"pier 38-40, the embarcadero",37.7825149,-122.3879436
intersection of grant & fresno streets (north beach),37.79850589999999,-122.4071906
andrew s. hallidie plaza (market & powell streets),0.0,0.0
745 treat ave.,37.7582061,-122.4130234
1201 columbus avenue,37.8053125,-122.4178646
golden gate national recreation area,37.8480388,-122.5294085
"st. peter & paul's church (666 filbert street, washington square)",37.80159099999999,-122.4101982
"foote, cone & belding (733 front street at pacific)",0.0,0.0
2017 23rd street,35.3798686,-119.0254388
potrero hill,37.7604929,-122.400869
punjab,31.1471305,75.34121789999999
"saks fifth avenue (384 post street, union square)",37.7886037,-122.4081067
"java house (pier 40, embarcadero)",37.7813805,-122.3877693
"asia star fantasy, 1126 grant ave.",37.7974328,-122.4067744
embarcadero between market to fillmore st,37.7834794,-122.4330364
jefferson square park,37.7817433,-122.4256958
the malloch apartment building (1360 montgomery street),37.8017724,-122.4043841
cameron house (920 sacramento street),37.7932786,-122.4084188
1461 page st.,37.7710343,-122.4448162
mission dolores park (mission district) via j-church muni train,37.7596168,-122.4269038
1160 taylor street,41.869584,-87.656615
mason & sacramento st,37.7927762,-122.4110042
buena vista café (2765 hyde street),37.8065045,-122.4207783
bay bridge,37.7982799,-122.3778182
535 octavia street,37.7772013,-122.4250075
huntington park,33.9816812,-118.2250725
grant ave from sacramento to clay,37.794263,-122.405971
878-898 chestnut st.,37.8033262,-122.4181013
"722 steiner street (postcard row, alamo square, hayes valley)",37.7762593,-122.432758
intersection of columbus and kearny,37.7969361,-122.4053194
sacramento between mason and taylor st,38.6470688,-121.4519683
157 commonwealth,37.7825831,-122.4559078
regency building (1290 sutter street),37.7879104,-122.4215079
2810 pacific avenue,33.9812028,-118.4665656
maiden lane,40.72698159999999,-73.9799451
plate shots sf streets various,0.0,0.0
san francisco drydock (the dogpatch),37.7992214,-122.4353696
"double happiness health, 3380 20th street",37.7589773,-122.4167034
2230 sacramento street,37.7905319,-122.430606
60 potomac,33.7071757,-117.7718862
the final final (2990 baker street),37.7985426,-122.4458232
intersection of california at polk,37.7905896,-122.4206988
one thousand powell apartments (1000 powell street),37.7941048,-122.4093554
the sea captain's chest (fisherman's wharf),0.0,0.0
pier 3 (the embarcadero),37.7980305,-122.394973
"andronico's, 1200 irving street",37.7641047,-122.4712113
1465 revere avenue between keith and jennings,0.0,0.0
"kgo-tv abc7 tv studios (900 front street, waterfront historic district)",0.0,0.0
mission at 1st and 2nd,42.9212001,-97.2782409
24 hill st.,41.4801347,-75.5695887
"mission thrift, 2330 mission st.",37.759752,-122.4193958
1 bush street,37.7910468,-122.4000474
embarcadero between pier 2 and harrison,0.0,0.0
3355 geary blvd.,37.7811314,-122.4548989
ferry building,37.7955703,-122.3933208
bank of america building (555 california street),37.792062,-122.4037148
hotel majestic (1500 sutter street),37.7872514,-122.425517
jackson st. from mason st. to powell st.,37.795602,-122.411666
21st and sanchez st,37.756369,-122.4301273
2552 hyde street,37.804572,-122.4199325
"carnelian room, bank of america building (555 california street, 53rd floor)",37.792062,-122.4037148
justin herman plaza,37.7951195,-122.3952007
rainforest café (145 jefferson street),37.8080569,-122.4147065
merchant exchange building (465 california street),37.7925542,-122.4021254
buena vista east & duboce; buena vista east & haight,37.7690523,-122.4383774
18th st at san bruno ave.,37.7620697,-122.4052339
pier 7/ embarcadero,37.7986725,-122.3968247
columbus avenue at green & stockton,37.7994642,-122.40891
san francisco art institute (800 chestnut street),37.803376,-122.417167
berry street between 3rd and 4th streets,0.0,0.0
500 grove street,40.8388549,-74.1956912
1155 filbert street at hyde,37.800137,-122.4192673
330 santa clara ave.,37.734275,-122.4665496
jefferson st at taylor st,37.8082214,-122.4158081
marina blvd between baker and fillmore st,0.0,0.0
marathon plaza (303 2nd street),37.7854089,-122.3962647
2100 green street,39.8097189,-81.4718475
mcallister between leavenworth and hyde,0.0,0.0
"pacific heights towers (2200 sacramento street, pacific heights)",37.790681,-122.429498
miraloma mall at portola frontage road,39.4842768,-119.7464159
0-100 block halleck street,37.803479,-122.4542968
400 montgomery street,37.7931409,-122.4025849
california academy of sciences (golden gate park),37.7698646,-122.4660947
373 columbus avenue,40.7808075,-73.9763183
22nd & wisconsin streets (potrero hill),37.7573061,-122.3989451
the lexington club (3464 19th street at lexington),37.7602758,-122.4208597
patricia's green,37.7762408,-122.4244258
hills brothers plaza (embarcadero at harrison street),0.0,0.0
potrero hill recreation center (801 arkansas street),37.7561624,-122.3972493
geary st. from polk to larkin,37.7862197,-122.4185856
24th and church st.,37.7517076,-122.4273821
dolores park,37.7596168,-122.4269038
hooker alley garden on mason between bush & pine,0.0,0.0
portsmouth square (chinatown),37.7949886,-122.404945
20th & vermont streets (potrero hill),37.759572,-122.4040259
100 embarcadero street,37.7933204,-122.3927597
101 henry adams place,37.7681227,-122.4033689
1227 montgomery street (telegraph hill),37.8004708,-122.4045297
"1462 grant avenue, at union street",37.8006445,-122.4076143
3563 20th st.,37.7584616,-122.420399
waverly alley between grant and sacramento streets,0.0,0.0
golden gate park,37.7694208,-122.4862138
20th & de haro streets (potrero hill),37.759741,-122.4011214
crissy field,37.8040257,-122.4650165
3050 24th street,37.7527903,-122.4132496
grant avenue between clay and washington streets,0.0,0.0
condor club (columbus and broadway),37.7980077,-122.4066528
montgomery/green,33.3084527,-89.55817119999999
heron @ berwick (off 8th and harrison st),0.0,0.0
the embarcadero/ferry building,37.7955703,-122.3933208
california between leavenworth and powell,0.0,0.0
1400 18th street,35.375615,-119.0179739
post & jones st.,37.78768170000001,-122.4133747
chinatown gate,37.7906964,-122.4056031
nina m. designs (52 2nd street at jessie),0.0,0.0
ucsf mt zion 1600 divisadero,37.7850048,-122.4389555
golden gate & steiner streets (hayes valley),37.7793624,-122.43362
california st. from jones st. to mason st.,38.3552913,-121.9861029
skyline/ exterior scenes,0.0,0.0
5th and beale streets,29.581391,-97.97323899999999
2930 3rd street,37.7519723,-122.3879709
"ele nino traiing cetner, 2920 3rd street",37.75208,-122.388246
1007 gough street,37.7825251,-122.4243073
790 ulloa,37.7408258,-122.4646626
"hyatt regency hotel (5 embarcadero center, financial district)",37.794372,-122.395843
1138 filbert street,37.800566,-122.418279
folsom street (soma),37.761877,-122.4149987
29th and dolores street,37.7438243,-122.4244836
"doc's clock, 2575 misison street",37.7583482,-122.4188764
1069 tennessee street,37.7583771,-122.3889885
"san francisco city hall, 1 dr. carlton b. goodlett pl.",37.7792597,-122.4192646
divisadero between broadway and greenwich,0.0,0.0
hyde st. at greenwich and hyde st. at lombard,37.8009942,-122.4193554
720 steiner street (hayes valley),37.7763897,-122.4327983
driving around taylor/pacific/leavenworth,48.4802478,-122.3350943
ocean beach at point lobos,37.774754,-122.5114201
651 brannan street,37.7752365,-122.3996581
motel capri,37.79918500000001,-122.433029
forrest hill muni station,37.7479845,-122.4590076
antonio alley,29.562628,-98.484473
broadway tunnel (broadway between powell and larkin),0.0,0.0
haight st. at central,37.7704404,-122.4436739
"vallejo st. garage, 766 vallejo st.",37.798724,-122.4099113
enrico's café (504 broadway),37.7981294,-122.4056449
financial district,40.7074909,-74.0112764
"dolores park, 20th st. between church & dolores st.",37.762123,-122.4259082
way faire inn on leidesdorff,0.0,0.0
mark hopkins intercontinental hotel (1 nob hill circle),37.79150509999999,-122.4104582
lower haight street,37.7716959,-122.4337525
"burritt alley (off bush street, between powell and stockton streets)",0.0,0.0
potomac and waller,37.7708691,-122.4327506
stevenson alley,40.9404226,-78.9930815
hamburger haven,37.7829633,-122.4678211
sutter & webster streets,37.7905247,-122.4321273
350 santa ana ave.,37.7306274,-122.4682797
"jonell's bar, 401 ellis",37.7847671,-122.4128835
pacific stock exchange (301 pine street at sansome),37.7916676,-122.4012528
balmy street (mission district),37.7518112,-122.4124134
park hill sanatorium (351 buena vista avenue east),0.0,0.0
9 calhoun terrace,37.8007601,-122.4038517
333 pacheco st at lopez ave.,37.7484512,-122.4626159
california at larkin,37.790797,-122.4190635
710 steiner street (hayes valley),37.7760742,-122.4327184
green and divisadero,37.7953275,-122.4419248
770 haight street,37.771831,-122.43489
grant between union and green,42.817017,-73.92980530000001
"underground sf, 424 haight st.",37.7724664,-122.4293949
green between kearny and montgomery,0.0,0.0
180 manchester street,37.7442089,-122.4143187
2 rowland,40.7120191,-73.34938939999999
san francisco airport,37.6213129,-122.3789554
fairmont hotel,37.7925064,-122.4106215
2937 24th street,37.75254,-122.4108485
wisconsin between 19th and 20th st,0.0,0.0
67 deming street,37.7603431,-122.4457232
731 grant avenue,40.9097623,-74.0629609
washington square (north beach),37.8008473,-122.4099791
cost plus world market (2552 taylor street),37.8059172,-122.4145599
former hall of justice (750 kearny street at washington),0.0,0.0
bush st. at stockton st.,37.790372,-122.4071706
broadway and taylor st intersection,37.797071,-122.413562
24th st. between florida and alabama,0.0,0.0
hyde street & lombard street,37.8020045,-122.4196371
hayes street at laguna,37.7764699,-122.4262854
joice street at clay street,37.7939604,-122.4087083
835-865 market street at 5th street,37.7840084,-122.4080958
1153-57 taylor street,37.7829257,-122.4109508
1541 grove street,27.9669626,-82.77306349999999
broadway tunnel (russian hill),37.7967331,-122.4148881
"vega coffee, 1245 folsom street",37.7746094,-122.4110331
18th street between guerrero and valencia streets,0.0,0.0
20th st between church and dolores st,37.7596168,-122.4269038
battery spencer,37.82771230000001,-122.4816622
california at jones,37.791424,-122.4141308
1641 york street,37.7473312,-122.4062631
bernal heights boulevard,37.7422489,-122.4126018
veterans' war memorial building (401 van ness avenue),37.7795732,-122.42101
225 california street,34.1370555,-118.0241406
"japanese tea garden, hagiwara tea garden drive, golden gate park",37.7700914,-122.470436
"marina morrison bridal, 30 maiden ln.",37.7884657,-122.4043518
intersection of clay st. and walter u lum plc,0.0,0.0
2413 harrison st.,37.7585811,-122.4121794
20th,40.952572,-81.1586715
700 block of jackson street (chinatown),37.7960356,-122.4066767
powell st at geary st,37.7873819,-122.4082412
"the stud, 399 9th street",37.7727671,-122.4100757
cesar chavez & mission street (mission),37.7482293,-122.4182139
2000 folsom,37.765015,-122.415715
starbucks at 333 o'farrell st.,37.7856517,-122.4105282
1458 33rd ave.,37.75995690000001,-122.4916527
folsom & essex streets,37.7863715,-122.3957134
"warren's antiques, 375 9th st.",37.7729581,-122.4103937
"magic theater (fort mason, golden gate national recreation area)",37.806822,-122.431773
"outpost studios, 69 green street",37.800349,-122.4007583
lyon at chestnut st.,37.7993888,-122.4475098
600 octavia street,37.7778147,-122.4247127
hyatt hotel (555 north point st.),37.8059095,-122.4161187
central st between haight and page st,0.0,0.0
prudente's italian deli (1462 grant ave at union),0.0,0.0
castro street @ 18th street,37.7608908,-122.4350262
front st. between market and clay,37.53057,-77.412235
"mission dolores (3321 16th street, mission district)",37.7643849,-122.4275054
"st regis hotel, 125 3rd street",37.78596,-122.4014544
"st. paul's church (church street, noe valley)",37.7442106,-122.4272742
the fairmont,39.4850848,-80.1425781
grant & washington st.,37.7951563,-122.4064963
ivy street between laguna and gough streets,0.0,0.0
"broadway, between franklin & laguna streets",0.0,0.0
1627 haight street,37.7697283,-122.4492409
sue bierman park,37.7961171,-122.396016
san francisco public library main branch (100 larkin street),37.7790819,-122.4157961
"esta noche, 3079 16th street",37.7646893,-122.4212802
"american roofing co. building (297 kansas street, potrero hill)",0.0,0.0
375 laguna honda blvd.,37.7488896,-122.457074
alamo square,37.7774994,-122.433252
mason between sacramento and california st,0.0,0.0
mission dolores park (mission district),37.7596168,-122.4269038
mama's restaurant (1701 stockton),37.80146,-122.4095298
"bentley reserve, 301 battery street",37.7943448,-122.4006632
harvey milk plaza,37.7623906,-122.4353401
628 cole street,37.769226,-122.4504325
3033 24th street,37.75241690000001,-122.4125985
1328 portola,37.7401579,-122.4644598
ocean park motel,37.7363439,-122.5038779
"washington square, north beach",37.8008473,-122.4099791
"ramada plaza hotel downtown (1231 market street, civic center)",37.7781664,-122.4151108
ohloff recovery center (601 steiner st),37.7748567,-122.4330105
transbay terminal (mission street at 1st street),37.7898125,-122.3931372
1890 clay street,37.79219519999999,-122.4240263
kezar pavillion,37.7675483,-122.4539336
laguna honda hospital; 375 laguna honda blvd.,37.7492806,-122.4570224
rocco's corner (columbus street),37.8032179,-122.4146053
3567 18th street,41.5584129,-90.4986626
"san francisco national military cemetery (lincoln blvd., the presidio, golden gate national recreation center)",37.7998167,-122.4644702
columbus between bay and washington,0.0,0.0
1536 noe st.,37.7444845,-122.4313866
2nd st & howard,37.7867674,-122.3982376
laguna honda hospital,37.7492806,-122.4570224
varennes alley between filbert and union,0.0,0.0
"julia morgan ballroom at the merchant's exchange building, 465 california st.",37.792781,-122.402175
palace of fine arts,37.8019913,-122.4486565
stanyan & belgrave,37.7594733,-122.4515737
411 shrader st.,37.7708231,-122.4524034
68 division street,41.6181436,-70.9217266
pacific stock exchange,37.7916676,-122.4012528
romain st.,40.009652,-75.0909686
van ness between fell and lombard,0.0,0.0
387 fair oaks at 25th street,37.750313,-122.4238578
montgomery and union st.,37.8010499,-122.4043889
folsom street fair on folsom st.,37.7753039,-122.4101615
bay st. at polk,37.8043727,-122.4234796
5546 geary ave,37.7806041,-122.4792053
"li po (916 grant avenue at washington, chinatown)",37.7954841,-122.4063742
harrison & 20th,37.7590434,-122.4125343
"valenti, marini, perata, 4840 mission street",37.7204481,-122.4382032
broadway & columbus,40.772627,-73.9823131
st. mary's square park,37.7919602,-122.4051777
800 bay street,37.804891,-122.420441
spofford between clay and washington,0.0,0.0
lombard & broderick streets (marina district),37.798857,-122.4443557
pine between kearney and davis,0.0,0.0
lands end trail at eagles point/ lincoln park golf course,37.78670049999999,-122.4948301
potrero hill bathhouse & feed co. (199 mississippi street),37.7641206,-122.3945251
"west harbor, marina district",32.7252563,-117.2105025
755 vallejo street,33.9310406,-117.9285313
broadway and columbus avenue (north beach),37.7978749,-122.4067162
eddy & taylor st.,37.7841597,-122.4109775
taylor & green st.,37.7989091,-122.4139396
kearny & pacific streets,37.7970984,-122.4053483
lucky street,29.87002859999999,-95.4221664
24th street between mission street and potrero avenue,37.7524763,-122.4181458
the marsh theatre (1062 valencia street),37.7558643,-122.4212771
"silver restaurant (737 washington street, chinatown)",0.0,0.0
mt. davidson,37.7383333,-122.4533333
various locations in san francisco during driving scene,0.0,0.0
"taylor st, north of jefferson st to end",37.80834790000001,-122.415399
"postcard row, alamo square, hayes valley",37.7762593,-122.432758
ocean beach motel (2690 46th ave.),37.7363439,-122.5038779
119 utah,38.7744623,-111.9982353
union st at leavenworth st,37.7994171,-122.4174331
california st from taylor to powell,37.78627420000001,-122.4110411
tosca café (242 columbus avenue),37.7976266,-122.4058736
2nd st. at townsend st.,37.7806303,-122.3905427
mission street,37.7385782,-122.423994
"encore karaoke, 1550 california street",37.7907946,-122.4200466
140 maiden lane,37.7882656,-122.4058907
"stage work, 47 julian st.",0.0,0.0
larkin & chestnut streets (russian hill),37.8027281,-122.4214442
430 vallejo street (telegraph hill),37.7992743,-122.4046502
901 valencia street,37.7583736,-122.4210318
"women's building, 3543 18th st.",37.7615596,-122.4226539
"department of public health (101 grove street at polk, civic center)",37.7781114,-122.4186929
hamlin hotel (385 eddy street),37.7835802,-122.4138711
glen park subway station,37.7330628,-122.4338194
embarcadero & market,37.795581,-122.393411
"duboce st., duboce café",37.7692134,-122.4315563
larkin & hyde streets,42.236124,-71.13598569999999
hayes street between ashbury and shrader,0.0,0.0
"the walden house, buena vista park",37.7693647,-122.4431875
st. francis episcopal church (399 san fernando way),37.7303135,-122.4698163
laguna & sacramento streets (pacific heights),37.7904717,-122.4291211
280 freeway at pennsylvania and mariposa streets,0.0,0.0
chambord apartments (1298 sacramento street at jones),0.0,0.0
powell & california streets,37.7920527,-122.409182
21st and collingswood st.,37.7560466,-122.4357106
"mission dolores park, 19th st. & dolores st.",37.7598327,-122.4258739
columbus between filbert and lombard st,0.0,0.0
1122 folsom street,37.7764013,-122.4087109
urban flowers,37.7608889,-122.4333977
clement st. from 6th to 7th ave.,37.7829977,-122.4647959
saints peter & paul church,42.3319959,-83.0382295
wasteland store (1600 haight street),37.769794,-122.4496178
grant between bush and market,37.7904182,-122.405979
epic roasthouse (399 embarcadero),37.7908379,-122.3893566
treasure island,27.7691937,-82.7689906
sutter-stockton garage (444  stockton),37.7900691,-122.4064769
"bi-rite creamery, 3692 18th stret",37.76159,-122.425717
lombard st between leavenworth and hyde st,0.0,0.0
jefferson st. at powell st.,37.8085974,-122.4125358
un plaza/ civic center bart steps,37.779756,-122.41415
cliff house (1090 point lobos avenue),37.7784764,-122.513963
mission st and 5th st,37.7827442,-122.4064991
haight between central and ashbury st,0.0,0.0
the embarcadero/ ferry building,37.7955703,-122.3933208
1000 mason st.,37.7930742,-122.4107104
"mission neibhrohood health cetner, 240 shotweel street",37.764599,-122.416586
24th street mini park (mission district),37.7530458,-122.4085877
south park,39.0897928,-105.5943388
columbus & pacific ave,37.7970734,-122.4055576
1821 alabama street,37.7439999,-122.4101619
"westerfeld house, 1198 fulton st.",37.7773209,-122.436447
california street between front and davis,38.5382322,-121.7617125
love street vintage (1506 haight & adjacent haight sidewalk_,37.7700881,-122.4472166
"agua vista park at mission rock, 817 terry a francois blvd.",37.7654957,-122.3865943
"fort point, presidio",37.8106185,-122.4770527
lombard at hyde,37.8020045,-122.4196371
bank of america (1455 stockton street),37.799276,-122.409215
harriet street between bryant and brannan streets,37.7747389,-122.4022683
770 haight st.,37.771831,-122.43489
2100 pacific ave at laguna st,37.7939885,-122.4298258
at&t park,37.7785951,-122.3892698
kansas st at 17th st.,37.7647355,-122.4035563
broadway from mason to taylor,0.0,0.0
private alley along 20th st. between tennessee and minnesota,0.0,0.0
powell street,37.796504,-122.4100932
north beach video (1398 grant avenue at green),37.799607,-122.407305
sfo international airport terminal 3,37.6213129,-122.3789554
634 raycliff terrace,37.7927872,-122.4427541
la rondalla (valencia and 20th streets),37.7583737,-122.4210319
"citizens band, 1198 folsom street",37.7752421,-122.4101313
60 spear street,37.7925749,-122.3945751
"candlestick park exit, highway 101",0.0,0.0
geary & 20th ave,37.7802754,-122.479395
van ness and 12th st.,37.77362300000001,-122.4188826
moscone center parking garage/3rd st.,37.7846952,-122.399353
filbert between leavenworth and hyde,0.0,0.0
1200 washington street at taylor street,37.7943426,-122.4130289
66 potomac,33.7071805,-117.7718822
café trieste (609 vallejo),37.7986623,-122.4073207
bush street (between grant & kearny streets),0.0,0.0
"mission arts center, 2450 harrison street",37.75820100000001,-122.412999
ocean beach,32.7494988,-117.2470353
washington square park,40.7308228,-73.997332
foreign cinema (2534 mission),37.7564724,-122.4192824
"philz coffee, 1258 minnesota street",37.7543341,-122.3900774
"the women's building, 3543 18th st.",37.7615596,-122.4226539
1167 alabama street,37.7532722,-122.4108203
"steinhart aquarium (california academy of sciences, golden gate park)",37.7698646,-122.4660947
mansell & university streets (visitacion  valley),37.7190781,-122.4110143
ocean beach @ balboa,26.0513254,-80.11448
301 howard street,37.7895269,-122.3942764
embarcadero street at washington street,37.7966899,-122.3956093
driving various sf streets,0.0,0.0
mr. s leather,37.7741357,-122.4086931
tenderloin neighborhood,37.7846598,-122.4145058
"treasure island, building #1, ave of the palms",37.8172181,-122.3707037
100 st. germain avenue,37.757655,-122.450512
1111 california street,37.7911252,-122.4130051
1400 16th street,37.7668295,-122.4013093
mission between 3rd and 4th st.,37.7725778,-122.3897598
candlestick park,37.7136933,-122.3796916
filbert from hyde to leavenworth,0.0,0.0
california street between sansome & davis,0.0,0.0
sutter & buchannan streets,37.7867933,-122.4302186
17th & market street,37.762738,-122.4352084
bart station @ 16th street & mission streets,37.7648438,-122.419949
buena vista betweeen upper terrace and java st.,37.7686955,-122.443738
cable car signal box (california street at powell street),37.7847198,-122.4076676
pleasant street at taylor,37.7930065,-122.4127468
danilo's bakery (green street & bannam place),37.7997429,-122.407789
intersection of columbus & kearney streets,37.7969361,-122.4053194
mojito (1337-1339 grant avenue),37.7992708,-122.4074228
intersection of fulton & 6th streets (chinatown),39.9390396,-75.1530038
romolo place @ fresno st.,37.7986013,-122.4063965
3232 jackson ave.,34.0672513,-118.1035344
pier 43 1/2,37.809041,-122.414528
"harvey milk rec center, 50 scott st.",37.7695269,-122.4345774
bush and sutter streets,38.4725926,-120.8475832
bank of america (38th street at balboa street),37.77550799999999,-122.4985236
lusty lady bar (north beach),37.7976873,-122.4055481
new taraval café (1054 taraval st.),37.743087,-122.4777317
hunters point,46.24636599999999,-93.530277
broadway (north beach),37.7984385,-122.4022479
broadway at osgood street (north beach),37.7983316,-122.4030955
3rd street between market & harrison,46.7604042,-92.1382459
724 brazil avenue,37.7216571,-122.428839
montgomery & market streets,37.7887998,-122.4020053
bush & kearny,37.7907632,-122.4040735
chase h & q  (1 bush street at sansome),0.0,0.0
york hotel (940 sutter street),37.7885828,-122.4159912
67-69 deming st.,41.822741,-72.5575522
john st. between powell and mason,0.0,0.0
san bruno and alameda,37.7684934,-122.4057079
2800 scott street,37.79574150000001,-122.4400269
391 pennsylvania avenue at 19th street,37.7614837,-122.3935108
belli building (722 montgomery street at washington),0.0,0.0
market street between noe and sanchez,37.743769,-122.428704
embarcadero street,42.6937737,-83.3564686
clay between stockton and grant,0.0,0.0
turk street between steiner and scott streets,0.0,0.0
sutter street between powell and mason,0.0,0.0
washington between stockton and kearny,0.0,0.0
steiner st between jackson and clay st,0.0,0.0
taylor and jefferson streets (fisherman's wharf),37.8082214,-122.4158081
marina green,37.8062419,-122.4349436
intersection of lombard and hyde,37.8020045,-122.4196371
200 block of sansome street (financial district),37.7922626,-122.4007051
variety preview room (582 market st.),37.7894639,-122.401621
2104 broadway,40.7798084,-73.9813285
coit tower,37.8023949,-122.4058222
the embarcadero,37.7992627,-122.3976732
1890 clay st.,37.79219519999999,-122.4240263
alioto park,37.7588666,-122.4181453
united nations plaza (civic center),37.78007780000001,-122.4141004
st. francis fountain,37.7526903,-122.4083301
500 block of pacific avenue (chinatown),37.797336,-122.4038353
lombard street,37.801081,-122.4268019
delores park,37.7596168,-122.4269038
green valley restaurant (510 green street near grant),0.0,0.0
375 castro st. and 17th between castro and diamond st.,0.0,0.0
"always open car wash, 2560 marin street",37.7486566,-122.4031389
"mel's drive-in (corner of van ness & mission street, mission district)",37.7841099,-122.4045148
305 hugo street,30.0522493,-99.1513992
grace cathedral episcopal church (1100 california street),37.7918581,-122.4134328
"915 naples, san francisco",37.7150585,-122.4352728
oasis nightclub (298 11th st),37.771972,-122.4144509
"lefty o' doul drawbridge/ 3rd street bridge (3rd street, china basin)",0.0,0.0
3639 taraval st,37.7415828,-122.5053758
1125 guerrero street,37.7532132,-122.4227271
st. john's presbyterian church (25 lake street),37.7866915,-122.4596833
18th street overpass (potrero hill),37.762585,-122.3965523
powell st. at market st.,37.7845959,-122.4073408
83 watchman way,37.7550507,-122.3950942
"uva enoteca, 568 haight street",37.7720558,-122.4316081
san francisco international airport,37.6213129,-122.3789554
alamo square (hayes valley),37.7774994,-122.433252
"boulevard restaurant, 1 mission st.",37.79332,-122.392761
piers 30-32,37.7871426,-122.3874048
fort funston,37.7195436,-122.5028052
eddy @ polk street,37.7831079,-122.419195
ida b. wells high school (1099 hayes street),37.7750892,-122.4340281
north beach,37.8060532,-122.4103311
hall of justice,37.775471,-122.4037169
"victor's restaurant, the westin st. francis hotel (335 powell street)",37.7877881,-122.4088321
1559 underwood avenue between lane and keith,0.0,0.0
"cliffhouse, 1090 point lobos ave.",37.7784764,-122.513963
sacramento & montgomery streets,37.7937989,-122.4029789
castle between union and green,30.462169,-90.119835
2007 franklin street,37.7932727,-122.4249719
aub zam zam bar,37.769619,-122.449291
"royan hotel (405 valencia street, mission district)",37.76641,-122.4218672
1080 natoma street,37.7726957,-122.4171274
clarion alley between valencia & mission st.,37.7629366,-122.4215257
"city lights bookstore, 261 columbus ave.",37.7976073,-122.4065603
broadway between powell and davis,0.0,0.0
722 steiner street,37.77647109999999,-122.4327849
stockton & clay st,37.7940644,-122.4079215
1 montgomery street at post,37.8054758,-122.4050479
embarcadero at vallejo st.,37.7968043,-122.4227634
bechelli's flower market café,37.7751548,-122.4010668
2601 lyon street,37.7946828,-122.4469827
369 embarcadero,37.7907979,-122.3893587
sanchez/cumberland steps and sidewalks,0.0,0.0
old st. mary's church (660 california street at grant),37.7928445,-122.4058109
powell st. from geary to sacramento,37.7930785,-122.4092605
ellis and jones st.,37.784875,-122.4128063
970 geary street,37.7861363,-122.4192927
z space studios; 450 florida st.,37.76370259999999,-122.411551
hyde street pier,37.8077735,-122.4208956
montgomery between california and pine,37.7921303,-122.4023808
1158-70 montgomery street,37.799987,-122.403972
303-305 s. van ness,37.7682683,-122.4176369
the san francisco school (300 gavin st.),37.7327817,-122.4113534
cow palace,37.7067668,-122.4188007
hang ah alley (chinatown),37.793377,-122.4074816
"boxer stadium, 166 havelock street",37.725839,-122.444618
424 sansome street,37.7943783,-122.4011249
"filbert steps, filbert street",37.7995077,-122.4241083
100 market street at 6th street,39.9507426,-75.15037459999999
vallejo street at sansome,37.7993922,-122.4024386
mclaren lodge,37.7718795,-122.4547308
87 cervantes blvd (beach),37.8037421,-122.4389503
harry's bar on fillmore,37.7883499,-122.4334685
telegraph hill,37.8013407,-122.4056674
new asia restaurant (772 pacific avenue at grant),37.7968511,-122.4079993
filbert & leavenworth streets,37.8003487,-122.4176339
claude lane at bush street,37.7907052,-122.4044457
"fairmont hotel (950 mason street, nob hill)",37.7925064,-122.4106215
"legion of honor, 100 34th ave",37.7844661,-122.5008419
"bowles franklin galleries (765 beach street, fisherman's wharf)",37.8064014,-122.421656
heron and berwick alleys,0.0,0.0
broadway and kearney,48.7639758,-122.4823065
544 natoma (soma),37.779535,-122.4088012
the royal oak,42.4894801,-83.1446485
bush street at jones,37.7895396,-122.4137511
kearney & pine st.,38.5046361,-122.473529
100 block of union street (cow hollow),37.8014199,-122.4016471
1958 valencia st.,33.982881,-117.8812952
20th st and church (3885 20th st),30.625812,-97.673389
vaillancourt fountain (justin herman plaza),37.7955212,-122.3953556
chinatown (stockton @ jackson & jackson toward grant,0.0,0.0
"california palace of the legion of honor (34th avenue & clement, lincoln park)",37.7844661,-122.5008419
california @ montgomery,39.23361,-123.38861
york & 24th st.,37.7528607,-122.408214
"la taqueria, 2889 mission st.",37.7508961,-122.4180867
"li po lounge, 916 grant avenue",37.7954841,-122.4063742
hancock school (940 filbert street),37.800717,-122.4148442
"center for the arts, yerba buena gardens (701 mission street)",37.7856437,-122.4021904
under highway 101 (near potrero and cesar chavez streets),0.0,0.0
"washington square park (filbert, between stockton and powell)",0.0,0.0
pierce st. & golden gate avenue (hayes valley),37.7791548,-122.4352667
435 broadway,40.720201,-74.0015798
boardman place between bryant and brannan streets,0.0,0.0
2866 24th st.,37.7529677,-122.4097206
pierce & california streets (pacific heights),37.7884977,-122.4371527
sutter stockton garage,37.7900691,-122.4064769
"blue danube café, 306 clement",37.7831653,-122.4625598
francisco st from larkin to polk,37.79107339999999,-122.419242
golden gate park children's playground,37.7683448,-122.4573784
tank hill park,37.759931,-122.4477144
conzelman rd at mccollough rd and down conzelman rd.,37.8277521,-122.4995999
hobart building (582 market street),37.7894405,-122.4016405
construction site in front of 260 stockton st. at post st.,37.7883245,-122.4065008
yerba buena island,37.8108709,-122.3668348
elbo room (647 valencia street),37.7625099,-122.4215391
willy's barber shop,38.8801097,-77.1067938
harriet alley,29.8552322,-98.226035
nob hill,37.1102352,-121.6424812
1 post street,37.7887655,-122.4027468
balboa at 22nd avenue,37.7764599,-122.4812627
